neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights,amen_score
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2,31
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2,31
49,14,0,4,1.0,1.0,2.0,3,20034.0,3850.0,4,0.0,1,40
42,14,2,3,1.0,1.0,2.0,3,4926.0,3000.0,1,3900.0,2,28
42,1,0,3,1.0,1.0,2.0,3,13466.0,3800.0,2,2000.0,1,41
45,1,0,9,1.0,3.0,7.0,3,28026.0,8000.0,5,1500.0,1,25
51,1,0,4,1.0,1.0,2.0,3,11495.0,6000.0,2,2000.0,1,24
38,14,2,3,1.0,1.0,3.0,3,7335.0,0.0,2,3600.0,1,20
5,0,1,7,1.5,2.0,0.0,3,12809.0,6000.0,2,3000.0,1,45
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2,31
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2,31
49,14,0,4,1.0,1.0,4.0,3,20034.0,3850.0,4,0.0,1,40
49,14,0,4,1.0,1.0,1.0,3,20034.0,3850.0,4,0.0,1,40
49,12,2,3,1.0,1.0,2.0,3,15217.0,0.0,1,0.0,1,22
9,1,0,6,1.0,2.0,5.0,3,14998.0,0.0,2,3000.0,1,24
43,1,0,7,1.0,1.0,3.0,3,12152.0,6000.0,2,3000.0,2,40
49,12,2,6,0.5,1.0,3.0,3,20691.0,0.0,1,0.0,1,19
8,14,2,2,1.0,1.0,1.0,3,2518.0,2000.0,1,1500.0,1,28
45,1,0,2,1.0,1.0,1.0,3,10948.0,5000.0,2,0.0,2,29
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,26
33,1,0,2,1.0,1.0,1.0,3,14013.0,4000.0,2,0.0,2,25
43,1,0,2,1.0,1.0,2.0,3,14013.0,4000.0,2,0.0,1,21
43,1,0,2,1.0,1.0,1.0,3,14013.0,4000.0,2,0.0,1,25
45,1,0,2,1.0,1.0,1.0,3,14013.0,4000.0,1,0.0,1,24
43,1,0,2,1.0,1.0,1.0,3,14013.0,4000.0,2,0.0,1,24
43,1,0,6,1.0,2.0,3.0,3,24961.0,6500.0,4,2000.0,1,23
43,1,0,2,1.0,1.0,1.0,3,14013.0,4000.0,2,0.0,1,24
33,1,0,6,1.0,2.0,3.0,3,21020.0,6500.0,4,2500.0,1,26
30,14,2,4,1.0,2.0,2.0,3,3941.0,0.0,1,3000.0,1,15
34,14,0,6,1.0,3.0,6.0,3,35033.0,9000.0,6,0.0,1,37
45,1,0,2,1.0,1.0,2.0,3,11495.0,4500.0,2,0.0,1,23
43,1,0,7,1.0,1.0,3.0,3,12042.0,6000.0,2,3000.0,2,37
29,7,0,5,2.0,1.0,4.0,3,12699.0,1200.0,2,4950.0,2,29
43,1,0,10,1.0,2.0,7.0,3,9962.0,15000.0,5,2000.0,1,28
51,24,0,6,1.5,3.0,4.0,3,22005.0,10000.0,4,4500.0,1,36
7,19,2,2,1.0,1.0,1.0,3,10948.0,0.0,1,0.0,1,25
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2,31
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2,29
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2,24
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2,24
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2,23
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2,25
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2,24
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2,30
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2,24
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2,23
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2,24
19,1,0,3,1.0,1.0,3.0,3,5802.0,3800.0,1,1500.0,1,28
51,14,0,7,1.0,1.0,3.0,3,17954.0,10000.0,4,3000.0,3,43
51,1,0,7,1.0,1.0,3.0,3,17954.0,10000.0,4,3000.0,3,37
3,1,0,7,1.0,3.0,3.0,3,20034.0,8000.0,4,5000.0,2,43
51,1,0,7,1.0,1.0,3.0,3,17954.0,10000.0,4,3000.0,3,37
51,1,0,8,1.0,1.0,3.0,3,17954.0,10000.0,4,3000.0,3,38
51,7,0,8,1.0,1.0,3.0,3,17954.0,10000.0,4,3000.0,3,37
41,1,0,2,1.0,0.0,2.0,3,6021.0,6000.0,1,0.0,3,25
43,1,0,8,1.0,1.0,4.0,3,7007.0,7700.0,2,1000.0,2,34
43,1,0,6,1.0,1.0,4.0,3,13028.0,8000.0,2,3000.0,2,37
49,1,0,4,1.0,1.0,3.0,3,24961.0,3000.0,4,5000.0,1,19
46,1,0,2,1.0,1.0,1.0,3,8977.0,3500.0,1,1080.0,1,24
43,1,0,7,1.0,2.0,5.0,3,21895.0,7992.0,5,1095.0,2,25
51,1,0,4,1.0,0.0,1.0,3,8539.0,5000.0,2,2000.0,1,33
51,1,0,5,1.0,1.0,3.0,3,16531.0,7000.0,4,3500.0,3,9
45,1,0,2,1.0,0.0,2.0,3,17954.0,3000.0,2,0.0,1,26
51,7,0,12,2.0,3.0,7.0,3,28026.0,12000.0,6,2500.0,2,16
33,14,2,2,2.0,1.0,2.0,3,4051.0,3000.0,1,3500.0,1,25
49,14,2,4,1.0,2.0,2.0,3,12042.0,12000.0,3,564.0,1,42
47,0,1,6,1.5,1.0,1.0,3,17954.0,0.0,6,1000.0,1,46
33,1,2,3,1.5,1.0,1.0,3,4051.0,1500.0,2,1500.0,2,43
29,1,0,4,1.0,1.0,1.0,3,9525.0,3500.0,2,2000.0,2,25
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2,29
18,14,2,2,1.0,1.0,1.0,3,4926.0,0.0,1,1200.0,1,22
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2,25
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2,24
41,12,2,3,1.0,1.0,3.0,3,9962.0,0.0,1,0.0,1,11
51,14,0,7,1.0,1.0,3.0,3,20034.0,10000.0,4,3000.0,3,38
42,1,0,4,1.0,0.0,2.0,3,4051.0,5500.0,1,1500.0,1,32
49,1,0,4,1.5,1.0,2.0,3,20034.0,3000.0,4,5000.0,1,18
33,14,2,2,1.0,1.0,1.0,3,7773.0,3000.0,2,0.0,1,23
7,12,2,6,1.0,1.0,3.0,3,23538.0,0.0,1,0.0,1,13
7,12,2,2,1.0,1.0,2.0,3,9962.0,0.0,1,0.0,1,14
42,1,0,3,1.0,1.0,2.0,3,4817.0,5000.0,2,1500.0,1,25
20,14,0,6,1.0,2.0,5.0,3,7992.0,9000.0,4,2500.0,2,27
3,12,2,3,2.0,1.0,3.0,3,7992.0,2500.0,2,1500.0,1,23
51,1,0,6,1.0,2.0,2.0,3,14998.0,6500.0,3,2000.0,2,41
3,13,1,4,1.0,1.0,1.0,3,23757.0,0.0,4,2000.0,1,14
33,1,0,3,1.0,1.0,2.0,3,14013.0,4000.0,2,3000.0,2,28
42,1,0,3,1.0,1.0,2.0,3,6459.0,5000.0,2,1500.0,1,26
46,1,0,3,1.0,1.0,3.0,3,5474.0,5000.0,2,1500.0,1,25
9,14,2,6,1.0,2.0,6.0,3,3832.0,0.0,1,2800.0,2,30
46,1,0,2,1.0,1.0,2.0,3,7225.0,2980.0,2,2980.0,3,37
33,14,2,5,1.5,1.0,4.0,3,8758.0,3000.0,2,3000.0,1,42
47,14,0,8,1.0,2.0,2.0,3,20034.0,12650.0,4,3500.0,1,22
41,1,0,2,1.0,0.0,2.0,3,5802.0,6000.0,1,0.0,3,23
41,1,0,3,1.0,0.0,2.0,3,5802.0,6000.0,2,800.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5802.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5802.0,6000.0,1,0.0,3,25
41,1,0,3,1.0,0.0,2.0,3,5693.0,6000.0,2,800.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5802.0,6000.0,1,0.0,3,25
43,1,0,5,1.0,2.0,2.0,3,7992.0,8000.0,1,3000.0,3,28
45,1,0,3,1.0,1.0,2.0,3,7992.0,7980.0,2,1900.0,3,31
47,13,2,2,1.0,1.0,2.0,3,9962.0,5000.0,2,3500.0,1,22
42,1,2,3,1.0,0.0,2.0,3,4270.0,2960.0,1,1460.0,1,35
49,1,0,4,1.0,1.0,3.0,3,12042.0,6500.0,3,2500.0,1,23
43,1,0,2,1.0,1.0,2.0,3,6131.0,5000.0,2,3000.0,1,27
41,1,0,2,1.0,0.0,2.0,3,5693.0,6000.0,1,0.0,3,26
41,1,0,3,1.0,0.0,2.0,3,5693.0,6000.0,2,800.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5693.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5693.0,6000.0,1,0.0,3,26
29,1,0,4,1.5,0.0,2.0,3,20034.0,11000.0,1,0.0,2,37
51,14,2,4,1.0,1.0,4.0,3,2956.0,1500.0,2,1800.0,2,34
3,1,0,2,1.0,1.0,1.0,3,7116.0,6000.0,1,0.0,2,28
46,1,0,4,1.0,1.0,2.0,3,14013.0,8500.0,2,2000.0,3,27
51,1,0,5,1.0,2.0,3.0,3,16969.0,6000.0,4,4000.0,2,14
45,1,0,3,1.0,1.0,2.0,3,9962.0,5600.0,2,3000.0,1,21
45,1,0,3,1.0,1.0,2.0,3,9962.0,5500.0,2,3000.0,1,22
3,1,0,2,1.0,1.0,1.0,3,7992.0,6000.0,1,0.0,2,27
45,1,0,3,1.0,1.0,2.0,3,9962.0,5500.0,2,3000.0,1,23
46,1,0,5,2.0,2.0,3.0,3,13466.0,6500.0,1,1500.0,2,41
45,1,0,3,1.0,1.0,2.0,3,9962.0,5500.0,2,3000.0,1,22
45,1,0,3,1.0,1.0,1.0,3,9962.0,6000.0,2,3000.0,1,22
33,1,0,4,1.0,1.0,4.0,3,8539.0,9000.0,2,1600.0,3,25
45,1,0,3,1.0,1.0,2.0,3,9962.0,5500.0,2,3000.0,1,22
45,1,0,3,1.0,1.0,2.0,3,9962.0,5500.0,2,3000.0,1,22
45,1,2,9,2.0,2.0,5.0,3,38974.0,10000.0,5,2500.0,1,33
51,24,2,2,1.0,1.0,2.0,3,3722.0,5000.0,2,0.0,3,31
43,1,0,6,1.0,2.0,2.0,3,12042.0,7500.0,2,3000.0,2,28
43,1,0,6,1.0,1.0,2.0,3,14013.0,6000.0,2,3000.0,2,47
33,1,0,4,1.0,1.0,4.0,3,8539.0,9000.0,2,1600.0,3,26
45,14,2,2,1.0,1.0,2.0,3,7992.0,3500.0,2,4000.0,2,27
51,14,2,2,1.0,0.0,0.0,3,6021.0,6000.0,1,0.0,1,27
51,15,2,2,1.0,1.0,2.0,3,8977.0,6000.0,1,0.0,1,25
20,1,0,5,1.5,1.0,3.0,3,24961.0,10000.0,4,2000.0,2,37
33,1,0,6,1.0,1.0,3.0,3,13028.0,5500.0,4,2000.0,1,21
49,1,0,6,1.0,2.0,7.0,3,23976.0,9500.0,4,1000.0,2,30
33,1,0,4,1.0,1.0,0.0,3,8539.0,9000.0,2,1600.0,3,28
49,1,0,4,1.0,1.0,2.0,3,20034.0,3000.0,4,5000.0,1,20
47,14,0,5,1.5,2.0,5.0,3,12371.0,6000.0,4,0.0,3,20
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,26
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,26
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,23
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,26
49,14,2,8,1.5,3.0,2.0,3,12261.0,6000.0,2,3300.0,2,45
49,1,0,8,1.5,3.0,2.0,3,14998.0,3000.0,4,3000.0,2,42
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3,26
33,1,0,4,1.0,1.0,4.0,3,8539.0,9000.0,2,1600.0,3,25
29,1,0,7,1.0,2.0,6.0,3,10948.0,8000.0,3,2000.0,1,21
47,13,2,2,1.0,1.0,2.0,3,9962.0,5000.0,2,3500.0,1,22
43,1,0,7,1.5,2.0,4.0,3,29997.0,11880.0,6,2500.0,1,41
20,1,0,2,1.0,1.0,1.0,3,8977.0,5000.0,2,0.0,3,27
18,1,0,4,1.0,0.0,1.0,3,12042.0,8000.0,2,1500.0,1,22
51,1,2,2,1.0,1.0,1.0,3,7554.0,3500.0,2,0.0,2,14
46,1,0,2,1.0,1.0,2.0,3,5802.0,3500.0,2,0.0,1,22
33,1,0,4,1.0,1.0,4.0,3,8539.0,9000.0,2,1600.0,3,24
43,1,0,7,1.0,1.0,4.0,3,17954.0,6000.0,5,2000.0,1,29
41,1,0,5,1.0,0.0,5.0,3,2956.0,1800.0,2,2600.0,2,25
41,1,0,5,1.0,0.0,5.0,3,2956.0,1800.0,2,2600.0,2,26
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3,26
33,1,0,4,1.0,1.0,0.0,3,7992.0,9000.0,2,1600.0,3,27
29,15,0,5,1.0,1.0,2.0,3,20034.0,5000.0,2,3000.0,3,27
19,1,0,6,1.0,2.0,4.0,3,20034.0,4000.0,3,1500.0,2,16
3,1,0,2,1.0,1.0,1.0,3,7992.0,6000.0,1,0.0,2,26
47,13,2,2,1.0,1.0,2.0,3,9962.0,5000.0,2,3500.0,1,23
47,13,2,2,1.0,1.0,2.0,3,9962.0,5000.0,2,3500.0,1,22
47,13,2,2,1.0,1.0,2.0,3,9962.0,5000.0,2,3500.0,1,22
47,13,2,2,1.0,1.0,2.0,3,9962.0,5000.0,2,3500.0,1,23
47,13,2,5,1.0,2.0,2.0,3,20034.0,5000.0,5,3500.0,1,23
51,14,0,6,1.5,3.0,6.0,3,9087.0,8800.0,3,1500.0,2,19
45,1,0,4,1.5,1.0,2.0,3,12042.0,5000.0,2,3000.0,1,21
3,1,0,4,1.0,2.0,2.0,3,22005.0,8000.0,1,0.0,2,46
3,1,0,5,1.0,2.0,2.0,3,22005.0,8000.0,1,0.0,2,34
51,24,2,3,1.0,1.0,2.0,3,4051.0,5000.0,3,1999.0,3,45
7,1,2,3,1.0,1.0,1.0,3,2846.0,980.0,1,2400.0,1,21
41,14,0,6,1.0,2.0,4.0,3,13137.0,7663.0,3,2737.0,2,39
44,1,0,6,1.0,1.0,2.0,3,14232.0,7663.0,2,2190.0,2,24
43,1,0,5,1.0,1.0,3.0,3,12042.0,5000.0,5,1800.0,1,29
29,1,0,3,1.0,0.0,1.0,3,29997.0,10000.0,2,3000.0,2,32
45,1,0,3,1.0,1.0,1.0,3,4051.0,3300.0,1,0.0,2,39
19,15,0,6,1.0,0.0,2.0,3,14013.0,9500.0,4,2500.0,1,20
51,1,0,8,1.0,2.0,2.0,3,32843.0,7444.0,4,876.0,2,26
7,13,0,5,1.0,1.0,5.0,3,9962.0,4850.0,2,5000.0,1,14
7,13,0,3,1.0,1.0,5.0,3,9962.0,4850.0,2,6000.0,1,15
45,7,0,3,1.5,0.0,3.0,3,24961.0,6000.0,3,0.0,2,20
45,1,0,5,1.5,1.0,5.0,3,17954.0,7000.0,3,3000.0,1,25
43,1,0,6,1.0,1.0,3.0,3,14013.0,5000.0,5,1800.0,1,31
29,1,0,7,1.0,2.0,6.0,3,11824.0,8000.0,3,2000.0,1,19
29,1,0,7,1.0,2.0,6.0,3,12809.0,8000.0,3,2000.0,1,19
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3,24
51,1,0,6,1.0,1.0,4.0,3,21895.0,7444.0,4,876.0,2,25
29,1,0,4,1.0,1.0,2.0,3,14998.0,6600.0,2,1000.0,2,33
29,1,0,6,1.0,1.0,2.0,3,7007.0,6600.0,2,1000.0,2,32
44,1,2,1,1.0,1.0,1.0,3,3503.0,3000.0,1,0.0,3,28
41,1,0,3,1.0,0.0,2.0,3,5583.0,6000.0,2,800.0,3,25
41,1,0,3,1.0,0.0,2.0,3,5583.0,6000.0,2,800.0,3,24
41,1,0,3,1.0,0.0,2.0,3,5583.0,6000.0,2,800.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3,25
51,1,0,7,1.0,1.0,5.0,3,8758.0,6900.0,2,1000.0,1,16
49,3,1,5,1.0,1.0,2.0,3,8977.0,8000.0,1,0.0,1,23
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3,20
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,26
47,1,0,8,1.5,2.0,3.0,3,20034.0,9000.0,4,1500.0,2,27
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,26
47,1,0,10,1.5,3.0,3.0,3,25946.0,12000.0,4,1700.0,2,28
49,1,0,7,1.0,2.0,3.0,3,21895.0,9853.0,4,5474.0,2,40
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,24
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3,25
45,1,0,2,1.0,1.0,1.0,3,13028.0,5500.0,2,0.0,2,29
51,1,0,3,1.0,1.0,2.0,3,9853.0,6000.0,1,0.0,1,19
6,14,2,2,1.0,1.0,2.0,3,4817.0,2000.0,1,3000.0,2,32
3,14,0,3,1.0,1.0,2.0,3,8977.0,5000.0,2,1500.0,1,17
49,1,0,2,1.5,1.0,2.0,3,4926.0,2500.0,2,1500.0,1,33
51,1,0,6,1.0,1.0,6.0,3,27369.0,6897.0,4,876.0,2,26
49,1,0,3,1.0,0.0,2.0,3,4926.0,2500.0,2,1500.0,1,29
43,1,0,4,1.0,1.0,4.0,3,12042.0,5000.0,3,1800.0,1,22
43,1,0,7,1.0,1.0,5.0,3,4270.0,5000.0,2,3000.0,1,30
45,1,0,7,1.0,1.0,6.0,3,14998.0,7000.0,4,3000.0,2,25
45,1,0,5,1.0,1.0,2.0,3,15984.0,5500.0,4,1000.0,2,32
45,1,0,4,1.0,1.0,2.0,3,14998.0,5500.0,4,0.0,2,30
19,14,0,6,1.0,3.0,5.0,3,7007.0,9500.0,4,2000.0,1,24
5,0,1,6,1.0,1.0,4.0,3,38536.0,0.0,2,2200.0,1,38
5,0,1,5,1.0,1.0,2.0,3,38536.0,0.0,2,2200.0,1,36
49,12,2,2,1.0,1.0,1.0,3,9853.0,0.0,1,0.0,1,24
49,12,2,2,1.0,1.0,1.0,3,9196.0,0.0,1,0.0,1,23
49,12,2,3,1.0,1.0,2.0,3,12261.0,0.0,1,0.0,1,23
49,12,2,3,1.0,1.0,2.0,3,13466.0,0.0,1,0.0,1,23
5,0,1,5,1.0,1.0,2.0,3,38536.0,0.0,2,2200.0,1,39
44,19,2,2,2.0,1.0,1.0,3,7007.0,0.0,1,2000.0,1,8
49,12,2,4,1.0,1.0,2.0,3,15217.0,0.0,1,0.0,1,21
49,12,2,2,1.0,1.0,1.0,3,9196.0,0.0,1,0.0,1,22
49,14,0,6,1.5,1.0,1.0,3,14998.0,11550.0,4,2000.0,1,23
45,7,2,4,1.0,1.0,3.0,3,14998.0,6000.0,3,2000.0,1,24
3,14,2,3,1.0,1.0,2.0,3,7992.0,5000.0,2,1000.0,1,17
45,1,0,4,1.0,1.0,3.0,3,14013.0,5500.0,4,0.0,2,31
33,1,0,2,1.0,0.0,1.0,3,8977.0,5900.0,1,0.0,2,28
20,0,0,2,1.0,1.0,1.0,3,5036.0,5000.0,1,1000.0,1,18
47,13,2,2,1.0,1.0,2.0,3,8101.0,0.0,1,0.0,1,13
49,14,2,7,1.0,1.0,4.0,3,21020.0,0.0,1,0.0,1,19
3,1,0,4,2.0,2.0,2.0,3,22005.0,8000.0,4,0.0,3,29
49,1,0,9,2.0,3.0,4.0,3,19925.0,14500.0,1,0.0,2,1
19,19,2,2,2.0,1.0,2.0,3,3503.0,1000.0,1,1000.0,1,13
45,1,0,3,1.0,1.0,2.0,3,7007.0,3000.0,1,1500.0,2,47
45,23,2,2,1.0,1.0,2.0,3,5145.0,4800.0,1,0.0,3,12
29,1,2,5,1.0,1.0,3.0,3,29778.0,12000.0,2,5000.0,1,28
51,7,0,4,1.0,1.0,2.0,3,7992.0,5500.0,3,2000.0,2,14
45,1,0,2,1.0,1.0,1.0,3,13028.0,5500.0,2,0.0,2,28
25,14,2,2,1.0,1.0,2.0,3,2956.0,2000.0,1,2500.0,2,27
45,1,0,3,1.0,1.0,2.0,3,9962.0,5500.0,2,3000.0,1,21
45,1,0,3,1.0,1.0,2.0,3,9962.0,5500.0,2,3000.0,1,22
46,14,2,1,1.0,1.0,1.0,3,4270.0,2000.0,1,2500.0,2,11
38,14,0,6,1.0,2.0,6.0,3,22990.0,0.0,4,5500.0,1,19
27,14,2,4,1.0,1.0,4.0,3,3503.0,2000.0,1,2500.0,2,24
46,14,2,3,1.0,2.0,2.0,3,10948.0,1800.0,1,0.0,3,27
49,14,2,6,1.0,1.0,4.0,3,17954.0,0.0,1,3000.0,1,15
45,1,0,2,1.0,0.0,2.0,3,17954.0,3000.0,2,0.0,1,21
42,1,0,4,1.0,0.0,2.0,3,4051.0,5000.0,1,2000.0,1,32
29,1,0,3,0.5,1.0,1.0,3,7554.0,5800.0,1,3000.0,1,19
3,19,1,1,1.5,1.0,1.0,3,3832.0,0.0,1,3800.0,2,23
44,14,0,8,1.5,3.0,5.0,3,20034.0,8000.0,4,3000.0,2,27
45,1,0,4,1.0,2.0,2.0,3,22005.0,9000.0,3,3800.0,1,16
47,1,0,4,1.0,1.0,2.0,3,14779.0,6000.0,2,3000.0,1,34
51,7,0,4,1.0,2.0,4.0,3,14998.0,7000.0,1,1500.0,1,18
45,1,0,5,1.5,2.0,3.0,3,25837.0,10000.0,3,5000.0,3,36
45,1,0,4,1.5,2.0,2.0,3,13794.0,9000.0,3,5000.0,3,37
45,1,0,4,1.0,1.0,2.0,3,14013.0,5500.0,1,0.0,2,26
51,1,0,2,1.0,0.0,2.0,3,7007.0,5000.0,2,1000.0,1,18
43,1,0,4,1.0,1.0,2.0,3,9962.0,9500.0,2,2000.0,2,28
33,1,0,2,1.0,0.0,1.0,3,8977.0,5900.0,1,0.0,2,27
45,14,0,7,1.0,3.0,1.0,3,13028.0,5000.0,2,5000.0,1,27
41,1,0,4,1.0,0.0,3.0,3,9525.0,6000.0,1,0.0,3,28
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3,25
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3,25
45,14,0,4,1.5,2.0,2.0,3,8758.0,6500.0,1,0.0,3,35
41,14,2,2,1.0,1.0,2.0,3,5474.0,0.0,1,5000.0,1,35
19,12,0,8,1.0,3.0,4.0,3,12042.0,2000.0,4,1000.0,1,15
34,14,2,2,1.0,1.0,2.0,3,7007.0,3000.0,2,0.0,1,34
46,1,0,2,1.0,1.0,2.0,3,6788.0,3500.0,2,1800.0,1,22
29,1,0,2,1.0,0.0,1.0,3,4926.0,5500.0,1,1500.0,1,15
8,14,2,3,1.5,1.0,3.0,3,6021.0,0.0,2,2500.0,2,30
41,1,0,6,2.0,1.0,2.0,3,37003.0,5000.0,3,1500.0,2,20
41,1,0,3,1.0,1.0,1.0,3,22005.0,4000.0,1,1500.0,2,21
42,1,0,3,1.0,1.0,2.0,3,7992.0,4000.0,1,0.0,3,26
34,14,2,2,1.0,1.0,2.0,3,7007.0,3000.0,2,0.0,1,34
4,15,0,4,1.5,1.0,4.0,3,17516.0,6500.0,2,3000.0,1,19
34,14,2,2,1.0,1.0,0.0,3,9962.0,3000.0,2,0.0,1,33
45,1,0,4,1.0,0.0,3.0,3,17954.0,3000.0,2,2000.0,1,23
33,1,0,3,1.0,1.0,3.0,3,8977.0,5000.0,2,2500.0,1,23
44,1,0,1,1.0,1.0,1.0,3,14013.0,0.0,1,0.0,1,26
41,1,0,3,1.0,1.0,1.0,3,22005.0,4000.0,1,1500.0,2,20
41,1,0,6,2.0,1.0,2.0,3,37003.0,5000.0,3,1500.0,2,20
41,1,0,3,1.0,1.0,1.0,3,22005.0,4000.0,1,1500.0,2,20
41,1,0,3,1.0,1.0,1.0,3,22005.0,4000.0,1,1500.0,2,20
41,1,0,3,1.0,1.0,1.0,3,22005.0,4000.0,1,1500.0,2,20
41,1,0,3,1.0,1.0,1.0,3,22005.0,4000.0,1,1500.0,2,17
41,1,0,3,1.0,1.0,1.0,3,22005.0,4000.0,1,1500.0,2,20
41,1,0,4,1.0,1.0,4.0,3,22005.0,5000.0,2,1500.0,2,20
41,1,0,6,2.0,1.0,2.0,3,37003.0,5000.0,3,1500.0,2,30
41,1,0,4,1.0,1.0,2.0,3,22005.0,4000.0,2,1500.0,2,20
33,1,0,2,1.0,1.0,2.0,3,7992.0,6000.0,2,0.0,3,26
45,1,0,4,1.0,1.0,2.0,3,14013.0,5500.0,1,0.0,2,30
47,1,0,4,1.5,1.0,4.0,3,10948.0,7000.0,4,0.0,2,28
41,1,0,3,1.0,0.0,2.0,3,9525.0,6000.0,2,3000.0,3,20
8,1,0,5,1.0,2.0,3.0,3,12042.0,6000.0,4,2000.0,2,33
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3,26
29,1,0,5,1.0,1.0,2.0,3,21895.0,7335.0,1,0.0,2,23
29,1,0,5,1.0,1.0,2.0,3,21895.0,7335.0,1,0.0,2,23
12,14,2,6,1.0,1.0,6.0,3,5036.0,3000.0,1,5000.0,1,16
42,14,2,1,1.0,1.0,1.0,3,3503.0,3500.0,1,4500.0,3,33
47,1,0,4,1.5,1.0,4.0,3,13247.0,7000.0,4,2000.0,1,25
49,1,0,12,1.5,3.0,0.0,3,26822.0,10000.0,6,2000.0,2,29
45,1,0,4,1.0,1.0,2.0,3,17954.0,8000.0,2,1500.0,2,27
49,20,0,4,1.0,1.0,2.0,3,15765.0,6000.0,1,0.0,1,30
20,14,2,3,1.5,1.0,3.0,3,2956.0,6000.0,2,2500.0,2,39
20,14,2,2,1.0,1.0,2.0,3,5583.0,6000.0,1,1500.0,2,16
43,1,0,2,1.0,1.0,1.0,3,12042.0,4000.0,1,0.0,3,13
