neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights,amen_score
8,14,0,12,2.0,3.0,5.0,3,9962.0,10000.0,4,1500.0,1,24
8,24,0,6,1.5,3.0,4.0,3,9962.0,6500.0,6,2000.0,2,42
33,7,0,6,1.0,2.0,1.0,3,10838.0,5888.0,2,3500.0,1,19
18,14,0,8,1.5,3.0,6.0,3,8868.0,5880.0,2,3880.0,1,16
49,1,0,5,1.0,2.0,0.0,3,17954.0,6800.0,1,0.0,2,28
51,1,0,2,1.0,0.0,1.0,3,9962.0,5000.0,1,0.0,2,25
49,1,0,6,1.0,2.0,2.0,3,13028.0,10000.0,3,3000.0,1,39
45,1,2,2,1.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1,19
51,1,0,2,1.0,0.0,1.0,3,9962.0,5000.0,1,0.0,2,25
25,24,0,7,1.5,3.0,4.0,3,24961.0,8000.0,1,0.0,1,34
34,0,2,4,1.0,1.0,3.0,3,9962.0,6000.0,3,1100.0,1,31
43,1,0,4,1.0,1.0,3.0,3,20034.0,7000.0,4,0.0,1,16
47,1,0,5,1.0,1.0,2.0,3,14998.0,6500.0,3,2000.0,1,13
43,14,0,10,1.5,3.0,4.0,3,35033.0,12000.0,4,2000.0,2,20
47,1,0,5,1.0,1.0,2.0,3,14998.0,6500.0,3,2000.0,1,14
34,0,2,4,1.0,1.0,3.0,3,9962.0,6000.0,3,1100.0,1,28
29,13,2,2,1.0,1.0,2.0,3,8211.0,0.0,1,0.0,1,20
29,13,2,2,1.0,1.0,1.0,3,11167.0,0.0,1,0.0,1,19
51,1,0,8,1.0,2.0,4.0,3,20034.0,10000.0,5,2000.0,3,14
34,1,0,8,1.5,2.0,4.0,3,10948.0,7000.0,4,2000.0,2,29
42,14,0,4,1.5,2.0,1.0,3,9962.0,10000.0,3,3000.0,1,18
49,1,2,2,0.5,1.0,0.0,3,3503.0,3000.0,1,1800.0,1,6
49,1,2,3,0.5,1.0,3.0,3,3503.0,3000.0,1,1800.0,1,14
45,1,0,4,1.5,1.0,1.0,3,14013.0,8000.0,3,3500.0,1,20
45,1,0,4,1.0,1.0,2.0,3,12590.0,4500.0,2,3500.0,1,24
43,1,0,4,1.5,1.0,2.0,3,12042.0,8000.0,3,3000.0,1,20
42,1,0,2,1.0,1.0,2.0,3,8539.0,7000.0,1,0.0,1,16
42,1,0,2,1.0,1.0,2.0,3,8539.0,7000.0,1,0.0,1,13
42,1,0,2,1.0,1.0,2.0,3,8539.0,7000.0,1,0.0,1,13
18,14,2,4,1.5,2.0,1.0,3,3503.0,5800.0,1,3500.0,3,14
34,0,2,4,1.0,1.0,3.0,3,9962.0,6000.0,3,1000.0,1,27
47,7,0,3,1.5,1.0,2.0,3,9634.0,3065.0,2,1971.0,1,32
34,0,2,2,1.0,1.0,2.0,3,9962.0,4000.0,2,1100.0,1,35
34,0,2,4,1.0,1.0,3.0,3,9962.0,6000.0,3,1000.0,1,27
43,1,0,3,0.5,0.0,1.0,3,13028.0,7000.0,1,0.0,1,25
19,7,0,6,1.5,2.0,0.0,3,8539.0,7000.0,5,4000.0,1,34
43,1,0,4,1.5,1.0,4.0,3,22005.0,8000.0,2,3000.0,2,25
45,1,0,6,1.0,0.0,3.0,3,9962.0,6600.0,3,1500.0,1,19
51,1,0,5,1.0,1.0,3.0,3,15984.0,9000.0,5,2000.0,3,16
45,14,0,8,1.5,1.0,4.0,3,13794.0,8000.0,5,1500.0,2,14
51,1,0,3,1.0,1.0,1.0,3,9853.0,6000.0,1,0.0,1,17
45,1,0,2,1.0,1.0,1.0,3,11167.0,0.0,2,2200.0,2,13
43,1,0,2,1.5,1.0,2.0,3,9962.0,4500.0,1,0.0,1,22
43,1,0,4,1.0,2.0,2.0,3,29997.0,8000.0,4,2500.0,1,16
49,1,0,5,1.0,1.0,1.0,3,17954.0,4500.0,3,4000.0,2,20
45,1,0,2,1.0,1.0,2.0,3,7225.0,3000.0,1,0.0,1,22
45,1,0,2,1.0,1.0,2.0,3,7554.0,3000.0,1,0.0,1,20
45,1,0,2,1.0,1.0,2.0,3,7225.0,3000.0,1,0.0,1,18
45,1,0,2,1.0,1.0,1.0,3,7116.0,3000.0,1,0.0,1,20
45,1,2,2,1.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1,19
45,1,2,2,1.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1,19
45,1,2,2,1.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1,19
45,1,2,2,1.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1,19
45,1,2,2,1.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1,19
45,1,2,2,1.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1,19
45,1,2,2,1.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1,19
47,1,0,2,1.0,1.0,1.0,3,3832.0,4000.0,1,2000.0,2,20
51,7,0,8,1.0,1.0,3.0,3,29997.0,12000.0,4,3000.0,2,24
45,1,0,3,1.0,1.0,2.0,3,7992.0,5000.0,2,3000.0,1,17
45,1,0,5,1.0,1.0,3.0,3,20034.0,8000.0,3,3800.0,1,33
49,1,0,5,1.5,1.0,3.0,3,9962.0,3000.0,2,1500.0,2,35
29,1,0,6,1.5,1.0,6.0,3,29997.0,6000.0,2,3000.0,2,22
49,1,0,7,1.0,2.0,2.0,3,35033.0,8500.0,4,2000.0,2,17
49,1,0,7,1.0,2.0,2.0,3,35033.0,8500.0,4,2000.0,2,17
6,1,0,2,1.0,1.0,0.0,3,3941.0,1980.0,1,0.0,2,9
51,1,0,4,1.0,1.0,4.0,3,7992.0,5000.0,2,2000.0,1,31
18,1,0,6,1.0,2.0,4.0,3,7007.0,6500.0,4,1000.0,1,20
43,14,0,12,1.0,3.0,6.0,3,22005.0,11000.0,5,3500.0,1,26
43,1,0,4,1.5,1.0,1.0,3,14451.0,6600.0,2,3500.0,1,21
45,1,0,3,1.0,1.0,1.0,3,12042.0,5000.0,3,1500.0,1,15
47,14,0,8,1.0,2.0,2.0,3,17954.0,8000.0,4,1500.0,1,16
47,1,0,10,1.0,2.0,5.0,3,14998.0,7000.0,1,0.0,2,27
33,1,0,6,1.0,0.0,0.0,3,13028.0,5500.0,4,2500.0,1,26
33,1,0,8,1.0,3.0,4.0,3,25946.0,10000.0,5,3000.0,1,16
33,1,0,6,1.0,0.0,3.0,3,13028.0,5500.0,4,2500.0,1,19
33,1,0,6,1.0,0.0,3.0,3,13028.0,5500.0,4,2500.0,1,20
33,1,0,6,1.0,0.0,3.0,3,13028.0,5500.0,4,2500.0,1,20
29,14,0,6,1.0,1.0,2.0,3,20034.0,0.0,2,5000.0,2,17
25,24,2,4,1.5,2.0,2.0,3,14998.0,5000.0,1,0.0,1,34
45,1,0,3,1.0,1.0,1.0,3,12042.0,5000.0,3,1500.0,1,17
25,24,2,2,1.5,1.0,1.0,3,7992.0,3000.0,2,1000.0,1,34
45,1,0,3,1.0,1.0,0.0,3,9962.0,5400.0,3,1500.0,2,30
25,24,2,2,1.5,1.0,1.0,3,7992.0,3000.0,2,1000.0,1,34
29,14,0,6,1.5,1.0,2.0,3,20034.0,0.0,2,5000.0,1,20
51,1,0,4,1.5,1.0,2.0,3,14779.0,7000.0,2,3000.0,1,18
51,1,0,4,1.5,1.0,2.0,3,11824.0,7000.0,2,3000.0,1,20
51,1,0,4,1.5,1.0,2.0,3,8758.0,7000.0,2,3000.0,1,18
51,1,0,4,1.5,1.0,2.0,3,11824.0,7000.0,2,3000.0,1,18
51,1,0,2,1.5,1.0,1.0,3,6569.0,7000.0,1,3000.0,1,18
41,1,0,6,1.0,2.0,1.0,3,17954.0,7000.0,6,1500.0,2,22
51,1,0,2,1.5,1.0,1.0,3,6569.0,7000.0,1,3000.0,1,18
49,1,0,2,1.5,1.0,1.0,3,7992.0,4000.0,2,2000.0,1,15
43,1,0,2,1.0,0.0,2.0,3,13466.0,4500.0,1,0.0,1,22
49,14,0,8,2.0,2.0,2.0,3,17954.0,8000.0,5,2600.0,2,15
49,14,0,2,1.0,1.0,2.0,3,6021.0,3000.0,1,2600.0,2,14
43,1,0,3,1.0,1.0,2.0,3,9962.0,8331.0,1,0.0,1,11
43,1,0,2,1.0,1.0,1.0,3,8977.0,7769.0,1,0.0,1,11
45,1,0,2,1.0,1.0,2.0,3,7116.0,3000.0,1,0.0,1,22
49,3,1,2,1.0,1.0,2.0,3,12042.0,1500.0,1,0.0,1,17
34,1,2,2,1.0,1.0,2.0,3,7007.0,5600.0,2,0.0,1,16
43,14,0,10,2.0,1.0,2.0,3,29997.0,10000.0,1,0.0,3,13
45,1,0,2,1.0,1.0,1.0,3,8977.0,5400.0,2,0.0,1,13
45,1,0,3,1.5,1.0,2.0,3,15546.0,7600.0,1,1500.0,1,35
19,14,0,11,1.0,3.0,3.0,3,14998.0,8000.0,5,2500.0,1,36
51,1,0,3,1.0,0.0,3.0,3,10510.0,5000.0,1,1500.0,1,24
51,1,0,3,1.0,0.0,3.0,3,10510.0,4000.0,1,1500.0,1,23
51,1,0,3,1.0,0.0,3.0,3,10510.0,5000.0,1,1500.0,1,24
33,1,0,3,1.5,1.0,3.0,3,12042.0,4500.0,2,1500.0,3,17
51,1,0,3,1.0,0.0,3.0,3,10510.0,5000.0,1,1500.0,1,24
51,1,2,2,1.0,1.0,1.0,3,5145.0,2335.0,1,0.0,3,12
49,12,2,4,1.0,0.0,4.0,3,9962.0,5000.0,4,2000.0,1,15
7,1,0,3,1.5,1.0,2.0,3,14998.0,5400.0,1,0.0,2,30
7,1,0,3,1.5,1.0,3.0,3,14013.0,5400.0,3,0.0,2,30
43,1,0,4,1.5,1.0,0.0,3,17954.0,7200.0,4,0.0,2,22
45,13,2,3,1.0,1.0,3.0,3,14998.0,0.0,1,3000.0,1,20
51,1,0,3,1.0,1.0,2.0,3,9306.0,7000.0,3,6000.0,2,21
43,1,0,2,1.5,0.0,1.0,3,20034.0,6000.0,2,0.0,2,34
18,14,0,4,1.0,1.0,4.0,3,7554.0,3000.0,3,2100.0,2,10
8,14,0,6,1.5,1.0,6.0,3,30216.0,12000.0,4,1500.0,1,34
47,1,0,2,1.0,1.0,2.0,3,29997.0,6600.0,1,0.0,1,23
47,1,0,3,1.0,1.0,2.0,3,29997.0,7203.0,2,2000.0,1,24
43,1,0,6,1.5,1.0,2.0,3,14013.0,5000.0,2,1500.0,1,14
51,1,0,2,1.0,1.0,1.0,3,12042.0,5000.0,2,2000.0,1,17
19,1,0,3,1.0,1.0,1.0,3,14998.0,4500.0,1,550.0,1,18
49,13,2,2,1.0,0.0,1.0,3,7554.0,4000.0,1,0.0,2,7
45,1,0,2,1.0,0.0,1.0,3,12042.0,5000.0,1,0.0,2,27
45,1,0,6,1.0,1.0,2.0,3,14998.0,7500.0,1,0.0,2,27
45,1,0,2,1.5,1.0,1.0,3,7007.0,4000.0,1,2000.0,1,24
49,1,0,2,1.0,1.0,1.0,3,7992.0,3000.0,2,0.0,1,17
19,14,0,6,1.5,2.0,4.0,3,15874.0,10975.0,1,0.0,3,20
51,1,0,3,1.0,1.0,2.0,3,12042.0,5000.0,2,1500.0,1,13
45,1,0,2,1.0,1.0,2.0,3,7554.0,3000.0,1,0.0,1,21
51,7,0,3,1.0,1.0,2.0,3,12042.0,5000.0,2,1500.0,1,12
51,1,0,4,1.0,1.0,2.0,3,12042.0,5000.0,2,1500.0,1,11
45,1,0,4,1.0,1.0,1.0,3,12480.0,8000.0,2,2000.0,1,25
45,1,0,7,1.0,1.0,4.0,3,12809.0,9800.0,5,1500.0,1,15
45,1,0,6,1.0,1.0,5.0,3,14013.0,7000.0,1,0.0,2,29
49,1,0,5,1.5,2.0,2.0,3,14013.0,5000.0,2,3000.0,1,15
49,14,0,3,1.5,1.0,2.0,3,7992.0,3000.0,2,2600.0,2,16
20,14,0,6,1.0,2.0,4.0,3,14998.0,12000.0,4,3000.0,2,16
45,1,0,6,1.0,1.0,6.0,3,14013.0,7000.0,1,0.0,2,31
45,1,0,2,1.5,1.0,1.0,3,7007.0,4000.0,1,2000.0,1,24
45,1,0,4,1.0,1.0,2.0,3,11824.0,6000.0,2,2000.0,1,25
45,1,0,4,1.0,1.0,4.0,3,8977.0,3000.0,1,1500.0,3,43
45,1,0,4,1.0,1.0,1.0,3,12480.0,8000.0,2,1000.0,1,25
18,1,0,4,1.5,1.0,3.0,3,8539.0,8500.0,2,1500.0,1,20
45,13,2,1,1.0,1.0,1.0,3,9962.0,0.0,1,3000.0,1,21
45,13,2,2,1.0,1.0,2.0,3,10948.0,0.0,1,3000.0,1,22
43,1,0,2,1.0,1.0,2.0,3,12042.0,4500.0,2,0.0,1,22
43,1,0,2,1.5,1.0,2.0,3,12042.0,4500.0,1,0.0,1,22
43,1,0,2,1.0,0.0,2.0,3,10510.0,4500.0,2,0.0,1,22
43,1,0,2,1.0,1.0,1.0,3,12042.0,4500.0,1,0.0,1,22
43,14,0,6,1.5,3.0,5.0,3,22990.0,13000.0,5,2000.0,1,17
45,13,2,4,1.0,1.0,4.0,3,18502.0,0.0,1,3000.0,1,20
45,13,2,5,1.0,1.0,5.0,3,22005.0,0.0,1,3000.0,1,20
45,13,2,6,1.0,1.0,6.0,3,24961.0,0.0,1,3000.0,1,21
45,1,0,2,1.0,1.0,2.0,3,7554.0,3000.0,1,0.0,1,22
45,1,0,2,1.5,1.0,2.0,3,7007.0,4000.0,1,2000.0,1,24
45,1,0,2,1.5,1.0,2.0,3,7007.0,4000.0,1,2000.0,1,24
4,1,0,6,1.0,1.0,2.0,3,14013.0,8758.0,2,2190.0,1,16
45,0,0,3,1.0,1.0,1.0,3,8430.0,5000.0,2,3000.0,2,32
8,1,0,5,1.0,1.0,3.0,3,8868.0,6979.0,1,1777.0,1,19
45,1,0,2,1.0,1.0,2.0,3,7554.0,3000.0,1,0.0,1,22
19,1,0,4,1.0,2.0,2.0,3,7992.0,9900.0,2,2500.0,1,19
49,14,2,8,1.0,2.0,4.0,3,12918.0,6000.0,2,1888.0,2,31
49,14,2,4,2.0,1.0,4.0,3,6788.0,2000.0,2,2400.0,2,28
49,1,0,2,1.0,1.0,1.0,3,7007.0,2000.0,2,0.0,1,17
49,0,1,11,2.0,2.0,5.0,3,9962.0,10000.0,1,0.0,1,26
45,13,2,7,1.0,1.0,7.0,3,28683.0,0.0,1,3000.0,1,21
45,13,2,8,1.0,1.0,8.0,3,31967.0,0.0,1,4000.0,1,23
19,1,0,5,1.0,2.0,5.0,3,31967.0,3000.0,4,2000.0,1,18
43,14,0,9,1.5,2.0,3.0,3,35033.0,9000.0,4,3000.0,1,35
19,1,0,5,1.0,2.0,5.0,3,31967.0,3000.0,4,2000.0,1,15
14,1,0,2,1.0,0.0,2.0,3,4051.0,1000.0,1,1500.0,2,10
19,1,0,5,1.0,2.0,2.0,3,31967.0,3000.0,4,2000.0,1,15
18,1,0,6,1.0,1.0,4.0,3,7007.0,6500.0,4,1000.0,1,16
18,1,0,6,1.0,1.0,4.0,3,7007.0,6500.0,4,1000.0,1,19
19,1,0,6,1.0,3.0,2.0,3,29997.0,3000.0,4,2000.0,1,15
18,1,0,6,1.0,1.0,4.0,3,7007.0,6500.0,4,1000.0,1,16
18,1,0,8,1.0,1.0,5.0,3,7007.0,6500.0,4,1000.0,1,19
18,1,0,6,1.0,1.0,4.0,3,7007.0,6500.0,4,1000.0,1,22
18,1,0,6,1.0,1.0,4.0,3,7007.0,6500.0,4,1000.0,1,24
18,1,0,8,1.0,1.0,5.0,3,7007.0,6500.0,4,1000.0,1,24
45,1,0,3,1.0,1.0,3.0,3,11824.0,5000.0,2,1000.0,1,22
47,14,0,5,1.0,1.0,2.0,3,12042.0,5000.0,2,1500.0,2,18
33,1,2,3,1.0,1.0,2.0,3,7554.0,2000.0,2,2500.0,1,34
33,1,2,3,1.0,1.0,2.0,3,7554.0,2000.0,2,2500.0,1,34
49,1,0,2,1.0,1.0,1.0,3,7992.0,4000.0,1,0.0,1,17
49,1,0,4,2.0,2.0,2.0,3,14998.0,8000.0,2,2000.0,1,21
45,1,0,4,1.0,0.0,2.0,3,12042.0,6500.0,1,2000.0,1,14
49,1,0,7,1.0,2.0,5.0,3,24961.0,8500.0,4,2000.0,2,17
45,1,0,6,1.0,1.0,6.0,3,14998.0,7000.0,1,0.0,2,28
45,1,0,2,1.0,1.0,1.0,3,7554.0,3000.0,1,0.0,1,22
49,1,0,8,1.0,1.0,3.0,3,24961.0,5000.0,2,2000.0,1,11
51,7,0,9,1.5,3.0,6.0,3,29997.0,10000.0,6,1500.0,1,19
49,1,0,2,1.0,1.0,1.0,3,24961.0,5000.0,2,2000.0,1,16
51,7,0,9,1.5,3.0,6.0,3,29997.0,10000.0,6,1500.0,1,23
51,1,0,5,1.5,2.0,2.0,3,17954.0,6000.0,2,2000.0,1,20
49,1,0,8,1.5,1.0,4.0,3,24961.0,5000.0,2,2000.0,1,11
33,1,0,4,1.0,0.0,2.0,3,11933.0,6000.0,2,2000.0,1,17
49,14,0,10,1.5,2.0,2.0,3,26603.0,10000.0,6,2480.0,1,43
43,1,0,6,1.0,1.0,2.0,3,20034.0,9000.0,1,0.0,2,29
43,1,0,6,1.0,1.0,4.0,3,20034.0,10000.0,4,3000.0,2,33
43,1,0,4,1.0,1.0,2.0,3,20034.0,8000.0,1,0.0,2,24
18,1,0,5,1.5,1.0,4.0,3,8539.0,8500.0,2,1500.0,1,31
18,1,0,5,1.5,1.0,4.0,3,8539.0,8500.0,2,1500.0,1,20
18,1,0,5,1.5,1.0,4.0,3,8539.0,8500.0,2,1500.0,1,19
49,1,0,4,1.0,1.0,2.0,3,4926.0,7663.0,1,3284.0,1,29
49,1,0,8,1.0,2.0,6.0,3,15108.0,5000.0,6,980.0,1,16
18,1,0,5,1.5,1.0,4.0,3,8539.0,8500.0,2,1500.0,1,20
18,1,0,4,1.5,1.0,3.0,3,8539.0,8500.0,2,1500.0,1,20
18,1,0,5,1.5,1.0,4.0,3,8539.0,8500.0,2,1500.0,1,20
18,1,0,4,1.5,1.0,3.0,3,8539.0,8500.0,2,1500.0,1,20
18,1,0,5,1.5,1.0,4.0,3,8539.0,8500.0,2,1500.0,1,20
18,1,0,4,1.5,1.0,3.0,3,8539.0,8500.0,2,1500.0,1,20
49,12,2,8,1.0,1.0,4.0,3,14998.0,0.0,4,1500.0,1,5
33,1,2,3,1.0,1.0,2.0,3,7554.0,2000.0,2,2500.0,1,34
33,1,2,3,1.0,1.0,2.0,3,7554.0,2000.0,2,2500.0,1,33
33,1,2,3,1.0,1.0,2.0,3,6459.0,2000.0,2,2500.0,1,34
18,1,0,4,1.5,1.0,3.0,3,8539.0,8500.0,2,1500.0,1,20
33,1,2,3,1.0,1.0,2.0,3,7554.0,2000.0,2,2500.0,1,11
45,1,0,4,1.0,1.0,2.0,3,13904.0,6000.0,1,0.0,1,27
45,1,0,3,1.0,1.0,1.0,3,9853.0,5000.0,2,0.0,1,25
45,1,0,3,1.0,1.0,3.0,3,10838.0,6000.0,2,2000.0,1,23
51,1,0,2,1.0,1.0,1.0,3,6021.0,3000.0,1,0.0,1,18
51,1,0,2,1.0,1.0,1.0,3,6021.0,3000.0,1,0.0,1,18
51,1,0,2,1.0,1.0,1.0,3,6021.0,3000.0,1,0.0,1,10
51,1,0,2,1.0,1.0,1.0,3,6021.0,3000.0,1,0.0,1,10
51,1,0,2,1.0,1.0,1.0,3,6021.0,3000.0,1,0.0,1,10
45,1,0,2,1.0,1.0,2.0,3,7554.0,3000.0,1,0.0,1,22
46,1,0,2,1.0,0.0,1.0,3,12042.0,8500.0,2,2000.0,3,25
45,1,0,4,1.0,1.0,2.0,3,9962.0,6600.0,2,1500.0,1,22
45,1,0,4,1.0,0.0,2.0,3,12042.0,6500.0,1,2000.0,1,14
45,1,0,5,1.0,1.0,3.0,3,7992.0,7000.0,3,2000.0,1,13
45,1,0,2,1.0,1.0,1.0,3,7554.0,3000.0,1,0.0,1,20
51,1,0,2,1.0,1.0,1.0,3,5036.0,2500.0,1,0.0,1,8
51,1,0,2,1.0,1.0,2.0,3,6459.0,3000.0,1,0.0,1,10
51,1,0,2,1.0,1.0,1.0,3,5036.0,2500.0,1,0.0,1,8
51,1,0,2,1.0,1.0,1.0,3,5036.0,2500.0,1,0.0,1,8
51,1,0,2,1.0,1.0,1.0,3,5474.0,2500.0,1,0.0,1,8
51,1,0,2,1.0,1.0,1.0,3,5474.0,2500.0,1,0.0,1,8
51,1,0,2,1.0,1.0,1.0,3,6021.0,3000.0,1,0.0,1,9
51,1,0,2,1.0,1.0,1.0,3,5474.0,2500.0,1,0.0,1,9
46,1,0,8,1.5,3.0,4.0,3,20034.0,6000.0,5,1500.0,2,17
51,1,0,2,1.5,1.0,1.0,3,6569.0,7000.0,1,3000.0,1,19
51,14,0,7,1.5,3.0,5.0,3,18830.0,12800.0,4,2800.0,2,18
34,14,2,2,1.0,1.0,1.0,3,4489.0,5000.0,1,2000.0,2,17
45,1,0,2,1.0,1.0,2.0,3,7554.0,3000.0,1,0.0,1,22
47,14,0,10,1.5,3.0,5.0,3,35033.0,13200.0,1,0.0,1,25
49,1,0,3,1.0,1.0,1.0,3,4598.0,2500.0,2,3000.0,1,11
19,1,0,7,1.0,1.0,2.0,3,17954.0,11000.0,1,0.0,1,13
46,1,0,4,1.0,0.0,0.0,3,8977.0,3500.0,3,1000.0,1,15
45,1,0,4,1.0,2.0,3.0,3,13575.0,5000.0,2,2000.0,1,22
19,1,0,6,1.0,1.0,3.0,3,17954.0,9900.0,1,0.0,1,14
20,14,0,10,2.0,2.0,2.0,3,29887.0,2999.0,3,2499.0,1,29
18,14,0,7,1.5,2.0,6.0,3,23866.0,2999.0,3,2499.0,1,19
8,1,0,4,1.5,1.0,2.0,3,9962.0,2000.0,2,1500.0,2,34
3,1,0,3,1.0,1.0,0.0,3,6021.0,5000.0,2,1000.0,1,15
3,1,0,3,1.0,1.0,2.0,3,6021.0,5000.0,2,1000.0,1,15
45,14,0,10,2.0,3.0,8.0,3,35033.0,14000.0,6,2000.0,1,20
34,1,2,4,1.0,1.0,0.0,3,7007.0,5600.0,2,3000.0,1,16
4,1,0,4,1.0,1.0,3.0,3,10948.0,6000.0,2,3000.0,2,19
45,1,0,4,1.0,1.0,2.0,3,11495.0,7500.0,3,3000.0,2,22
8,1,0,5,1.5,0.0,3.0,3,9962.0,7300.0,1,0.0,1,18
19,14,0,8,1.0,3.0,7.0,3,17954.0,10800.0,4,2500.0,2,7
8,1,0,5,1.5,0.0,3.0,3,14998.0,7300.0,1,0.0,1,16
45,1,0,8,1.0,1.0,1.0,3,20034.0,8000.0,6,2500.0,1,23
8,1,0,4,1.0,1.0,2.0,3,9962.0,2000.0,2,1500.0,2,33
8,1,0,5,1.5,0.0,3.0,3,14998.0,7300.0,1,0.0,1,11
43,1,0,2,1.0,1.0,2.0,3,12480.0,7000.0,1,0.0,1,17
8,1,0,4,1.0,0.0,2.0,3,7992.0,2000.0,2,1500.0,2,31
8,1,0,2,1.0,1.0,1.0,3,8977.0,1000.0,2,1000.0,2,34
7,20,0,5,1.5,1.0,1.0,3,21567.0,6000.0,2,1500.0,1,23
7,20,0,5,1.5,0.0,1.0,3,21567.0,6000.0,2,1500.0,1,26
7,20,1,5,1.5,1.0,2.0,3,21567.0,6000.0,2,1500.0,1,25
7,20,1,5,1.5,1.0,2.0,3,21567.0,6000.0,2,1500.0,1,27
7,20,1,5,1.5,1.0,2.0,3,21567.0,6000.0,2,1500.0,1,25
7,20,1,5,1.5,1.0,2.0,3,21567.0,6000.0,2,1500.0,1,25
45,1,0,4,1.0,1.0,2.0,3,12042.0,6000.0,1,0.0,1,21
29,1,0,5,1.0,1.0,3.0,3,12042.0,7000.0,1,0.0,1,24
29,1,0,5,1.0,1.0,3.0,3,12042.0,7000.0,1,0.0,1,23
29,1,0,4,1.0,1.0,2.0,3,12042.0,7000.0,1,0.0,1,21
29,1,0,4,1.0,1.0,2.0,3,12042.0,7000.0,1,0.0,1,21
29,1,0,4,1.0,1.0,2.0,3,12042.0,7000.0,1,0.0,1,22
49,0,1,5,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,20
49,7,0,6,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,20
49,0,1,6,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,20
49,0,1,6,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,20
49,0,1,6,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,21
49,0,1,6,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,20
49,0,0,6,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,20
49,0,1,6,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,20
49,0,1,6,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,20
49,0,1,6,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,21
49,0,1,6,1.0,1.0,3.0,3,14998.0,7000.0,1,0.0,1,20
51,1,0,5,1.5,2.0,1.0,3,12590.0,5000.0,4,5000.0,1,18
51,1,0,2,1.0,1.0,2.0,3,9962.0,4700.0,1,0.0,1,19
51,1,0,3,1.0,1.0,1.0,3,9962.0,4500.0,2,2000.0,1,17
49,1,0,8,1.0,1.0,3.0,3,24961.0,5000.0,2,2000.0,1,11
49,1,0,8,1.0,1.0,3.0,3,24961.0,5000.0,2,2000.0,1,11
49,1,0,3,1.0,1.0,2.0,3,7992.0,3000.0,2,2000.0,1,18
49,1,0,2,1.0,1.0,1.0,3,7007.0,2000.0,2,0.0,1,18
49,24,0,10,2.0,3.0,3.0,3,35033.0,12000.0,4,3000.0,3,39
49,19,1,2,1.0,1.0,2.0,3,9962.0,0.0,1,0.0,1,14
49,1,0,3,1.0,1.0,3.0,3,7992.0,3000.0,2,2000.0,1,17
47,1,0,3,1.0,1.0,1.0,3,8977.0,7000.0,2,1500.0,2,15
49,1,0,2,1.0,1.0,1.0,3,7007.0,2000.0,2,0.0,1,18
49,1,0,3,1.0,1.0,2.0,3,7992.0,3000.0,2,2000.0,1,16
49,1,0,2,1.0,1.0,1.0,3,7007.0,2000.0,2,0.0,1,18
45,1,0,2,1.0,1.0,1.0,3,9962.0,3000.0,1,0.0,1,35
49,3,1,2,1.0,1.0,2.0,3,12042.0,1500.0,1,0.0,1,17
45,1,0,3,1.0,1.0,2.0,3,14998.0,7000.0,3,0.0,1,27
19,1,0,6,1.5,1.0,2.0,3,12042.0,9800.0,3,2000.0,2,18
45,1,0,2,1.5,1.0,2.0,3,8977.0,5600.0,1,0.0,2,19
41,1,2,4,1.0,1.0,0.0,3,6788.0,3000.0,1,5000.0,1,12
51,1,0,2,1.0,1.0,2.0,3,6459.0,3000.0,1,0.0,1,10
51,1,0,4,1.0,2.0,1.0,3,11495.0,5500.0,2,2000.0,1,12
45,7,0,4,1.0,1.0,2.0,3,19487.0,3000.0,1,3000.0,1,17
34,14,2,2,1.0,1.0,1.0,3,5036.0,5000.0,1,2000.0,2,16
4,1,0,4,1.0,1.0,2.0,3,9962.0,5500.0,2,2500.0,1,21
34,14,2,2,1.0,1.0,1.0,3,4489.0,5000.0,1,2000.0,2,18
47,0,1,6,1.5,0.0,0.0,3,37989.0,8800.0,4,3200.0,1,14
45,1,0,2,1.0,1.0,2.0,3,7554.0,3000.0,1,0.0,1,22
20,14,2,4,2.0,1.0,0.0,3,8977.0,3000.0,3,2000.0,2,18
51,1,0,4,1.0,1.0,2.0,3,14013.0,6000.0,1,0.0,1,19
49,10,0,5,1.0,1.0,2.0,3,9962.0,10000.0,1,0.0,2,8
